	<yagoTheme_yagoWordnetIds>	<hasGloss>	"This file is part of the ontology YAGO3. It is licensed under a Creative-Commons Attribution License by the YAGO team at the Max Planck Institute for Informatics/Germany. See http://yago-knowledge.org for all details. This file was generated on 2017-10-11 T 23:50:16.0962. Mappings of the WordNet-based YAGO classes to the ids of WordNet LINK"	
	<wordnet_quadraphony_104030965>	<hasSynsetId>	"104030965"	
	<wordnet_quadruplicate_104031166>	<hasSynsetId>	"104031166"	
	<wordnet_quarrel_104031481>	<hasSynsetId>	"104031481"	
	<wordnet_quarter_104031600>	<hasSynsetId>	"104031600"	
	<wordnet_quarterdeck_104031770>	<hasSynsetId>	"104031770"	
	<wordnet_quartering_104031884>	<hasSynsetId>	"104031884"	
	<wordnet_quartering_104032049>	<hasSynsetId>	"104032049"	
	<wordnet_quarterlight_104032242>	<hasSynsetId>	"104032242"	
	<wordnet_quarter_plate_104032392>	<hasSynsetId>	"104032392"	
	<wordnet_quarterstaff_104032509>	<hasSynsetId>	"104032509"	
	<wordnet_quartz_battery_104032603>	<hasSynsetId>	"104032603"	
	<wordnet_quartz_crystal_104032710>	<hasSynsetId>	"104032710"	
	<wordnet_quartz_lamp_104032936>	<hasSynsetId>	"104032936"	
	<wordnet_quay_104033082>	<hasSynsetId>	"104033082"	
	<wordnet_queen_104033287>	<hasSynsetId>	"104033287"	
	<wordnet_queen_104033425>	<hasSynsetId>	"104033425"	
	<wordnet_queen_post_104033557>	<hasSynsetId>	"104033557"	
	<wordnet_quern_104033801>	<hasSynsetId>	"104033801"	
	<wordnet_quill_104033901>	<hasSynsetId>	"104033901"	
	<wordnet_quilt_104033995>	<hasSynsetId>	"104033995"	
	<wordnet_quilted_bedspread_104034262>	<hasSynsetId>	"104034262"	
	<wordnet_quilting_104034367>	<hasSynsetId>	"104034367"	
	<wordnet_quilting_104034477>	<hasSynsetId>	"104034477"	
	<wordnet_quinacrine_104034641>	<hasSynsetId>	"104034641"	
	<wordnet_quinidine_104034884>	<hasSynsetId>	"104034884"	
	<wordnet_quinine_104035086>	<hasSynsetId>	"104035086"	
	<wordnet_quipu_104035231>	<hasSynsetId>	"104035231"	
	<wordnet_quirk_104035397>	<hasSynsetId>	"104035397"	
	<wordnet_quirk_bead_104035481>	<hasSynsetId>	"104035481"	
	<wordnet_quirk_molding_104035634>	<hasSynsetId>	"104035634"	
	<wordnet_quirt_104035748>	<hasSynsetId>	"104035748"	
	<wordnet_quiver_104035836>	<hasSynsetId>	"104035836"	
	<wordnet_quoin_104035912>	<hasSynsetId>	"104035912"	
	<wordnet_quoin_104036004>	<hasSynsetId>	"104036004"	
	<wordnet_quoit_104036155>	<hasSynsetId>	"104036155"	
	<wordnet_rophy_104036494>	<hasSynsetId>	"104036494"	
	<wordnet_rabato_104036648>	<hasSynsetId>	"104036648"	
	<wordnet_rabbet_104036776>	<hasSynsetId>	"104036776"	
	<wordnet_rabbet_joint_104036963>	<hasSynsetId>	"104036963"	
	<wordnet_rabbit_ears_104037076>	<hasSynsetId>	"104037076"	
	<wordnet_rabbit_hutch_104037220>	<hasSynsetId>	"104037220"	
	<wordnet_raceabout_104037298>	<hasSynsetId>	"104037298"	
	<wordnet_racer_104037443>	<hasSynsetId>	"104037443"	
	<wordnet_racetrack_104037625>	<hasSynsetId>	"104037625"	
	<wordnet_raceway_104037873>	<hasSynsetId>	"104037873"	
	<wordnet_racing_boat_104037964>	<hasSynsetId>	"104037964"	
	<wordnet_racing_circuit_104038109>	<hasSynsetId>	"104038109"	
	<wordnet_racing_gig_104038231>	<hasSynsetId>	"104038231"	
	<wordnet_racing_skiff_104038338>	<hasSynsetId>	"104038338"	
	<wordnet_rack_104038440>	<hasSynsetId>	"104038440"	
	<wordnet_rack_104038727>	<hasSynsetId>	"104038727"	
	<wordnet_rack_104039041>	<hasSynsetId>	"104039041"	
	<wordnet_rack_and_pinion_104039209>	<hasSynsetId>	"104039209"	
	<wordnet_racket_104039381>	<hasSynsetId>	"104039381"	
	<wordnet_racquetball_104039742>	<hasSynsetId>	"104039742"	
	<wordnet_radar_104039848>	<hasSynsetId>	"104039848"	
	<wordnet_radial_104040247>	<hasSynsetId>	"104040247"	
	<wordnet_radial_engine_104040373>	<hasSynsetId>	"104040373"	
	<wordnet_radiation_pyrometer_104040540>	<hasSynsetId>	"104040540"	
	<wordnet_radiator_104040759>	<hasSynsetId>	"104040759"	
	<wordnet_radiator_104041069>	<hasSynsetId>	"104041069"	
	<wordnet_radiator_cap_104041243>	<hasSynsetId>	"104041243"	
	<wordnet_radiator_hose_104041408>	<hasSynsetId>	"104041408"	
	<wordnet_radio_104041544>	<hasSynsetId>	"104041544"	
	<wordnet_radio_antenna_104041747>	<hasSynsetId>	"104041747"	
	<wordnet_radio_beacon_104041930>	<hasSynsetId>	"104041930"	
	<wordnet_radio_chassis_104042076>	<hasSynsetId>	"104042076"	
	<wordnet_radio_compass_104042204>	<hasSynsetId>	"104042204"	
	<wordnet_radiogram_104042358>	<hasSynsetId>	"104042358"	
	<wordnet_radio_interferometer_104042632>	<hasSynsetId>	"104042632"	
	<wordnet_radio_link_104042795>	<hasSynsetId>	"104042795"	
	<wordnet_radiometer_104042985>	<hasSynsetId>	"104042985"	
	<wordnet_radiomicrometer_104043168>	<hasSynsetId>	"104043168"	
	<wordnet_radiopharmaceutical_104043268>	<hasSynsetId>	"104043268"	
	<wordnet_radio-phonograph_104043411>	<hasSynsetId>	"104043411"	
	<wordnet_radiophotograph_104043619>	<hasSynsetId>	"104043619"	
	<wordnet_radio_receiver_104043733>	<hasSynsetId>	"104043733"	
	<wordnet_radio_station_104044119>	<hasSynsetId>	"104044119"	
	<wordnet_radiotelegraph_104044307>	<hasSynsetId>	"104044307"	
	<wordnet_radiotelephone_104044498>	<hasSynsetId>	"104044498"	
	<wordnet_radio_telescope_104044716>	<hasSynsetId>	"104044716"	
	<wordnet_radiotherapy_equipment_104044955>	<hasSynsetId>	"104044955"	
	<wordnet_radio_transmitter_104045085>	<hasSynsetId>	"104045085"	
	<wordnet_radome_104045255>	<hasSynsetId>	"104045255"	
	<wordnet_raft_104045397>	<hasSynsetId>	"104045397"	
	<wordnet_rafter_104045644>	<hasSynsetId>	"104045644"	
	<wordnet_raft_foundation_104045787>	<hasSynsetId>	"104045787"	
	<wordnet_rag_104045941>	<hasSynsetId>	"104045941"	
	<wordnet_ragbag_104046091>	<hasSynsetId>	"104046091"	
	<wordnet_rag_doll_104046172>	<hasSynsetId>	"104046172"	
	<wordnet_raglan_104046277>	<hasSynsetId>	"104046277"	
	<wordnet_raglan_sleeve_104046400>	<hasSynsetId>	"104046400"	
	<wordnet_rail_104046590>	<hasSynsetId>	"104046590"	
	<wordnet_rail_104046810>	<hasSynsetId>	"104046810"	
	<wordnet_rail_fence_104046974>	<hasSynsetId>	"104046974"	
	<wordnet_railhead_104047139>	<hasSynsetId>	"104047139"	
	<wordnet_railhead_104047291>	<hasSynsetId>	"104047291"	
	<wordnet_railing_104047401>	<hasSynsetId>	"104047401"	
	<wordnet_railing_104047733>	<hasSynsetId>	"104047733"	
	<wordnet_railroad_bed_104047834>	<hasSynsetId>	"104047834"	
	<wordnet_railroad_flat_104047949>	<hasSynsetId>	"104047949"	
	<wordnet_railroad_track_104048075>	<hasSynsetId>	"104048075"	
	<wordnet_railroad_tunnel_104048441>	<hasSynsetId>	"104048441"	
	<wordnet_railway_104048568>	<hasSynsetId>	"104048568"	
	<wordnet_railway_junction_104048979>	<hasSynsetId>	"104048979"	
	<wordnet_railway_station_104049098>	<hasSynsetId>	"104049098"	
	<wordnet_rain_barrel_104049303>	<hasSynsetId>	"104049303"	
	<wordnet_raincoat_104049405>	<hasSynsetId>	"104049405"	
	<wordnet_rain_gauge_104049585>	<hasSynsetId>	"104049585"	
	<wordnet_rain_stick_104049753>	<hasSynsetId>	"104049753"	
	<wordnet_rake_104050066>	<hasSynsetId>	"104050066"	
	<wordnet_rake_handle_104050313>	<hasSynsetId>	"104050313"	
	<wordnet_ram_104050410>	<hasSynsetId>	"104050410"	
	<wordnet_ramekin_104050933>	<hasSynsetId>	"104050933"	
	<wordnet_ramipril_104051068>	<hasSynsetId>	"104051068"	
	<wordnet_ramjet_104051269>	<hasSynsetId>	"104051269"	
	<wordnet_rammer_104051439>	<hasSynsetId>	"104051439"	
	<wordnet_ramp_104051549>	<hasSynsetId>	"104051549"	
	<wordnet_rampant_arch_104051705>	<hasSynsetId>	"104051705"	
	<wordnet_rampart_104051825>	<hasSynsetId>	"104051825"	
	<wordnet_ramrod_104052235>	<hasSynsetId>	"104052235"	
	<wordnet_ramrod_104052346>	<hasSynsetId>	"104052346"	
	<wordnet_ranch_104052442>	<hasSynsetId>	"104052442"	
	<wordnet_ranch_house_104052658>	<hasSynsetId>	"104052658"	
	<wordnet_random-access_memory_104052757>	<hasSynsetId>	"104052757"	
	<wordnet_range_104053218>	<hasSynsetId>	"104053218"	
	<wordnet_rangefinder_104053508>	<hasSynsetId>	"104053508"	
	<wordnet_range_hood_104053677>	<hasSynsetId>	"104053677"	
	<wordnet_range_pole_104053767>	<hasSynsetId>	"104053767"	
	<wordnet_ranitidine_104053995>	<hasSynsetId>	"104053995"	
	<wordnet_rapid_transit_104054213>	<hasSynsetId>	"104054213"	
	<wordnet_rapier_104054361>	<hasSynsetId>	"104054361"	
	<wordnet_rappee_104054471>	<hasSynsetId>	"104054471"	
	<wordnet_rariora_104054566>	<hasSynsetId>	"104054566"	
	<wordnet_rasp_104054670>	<hasSynsetId>	"104054670"	
	<wordnet_raster_104054795>	<hasSynsetId>	"104054795"	
	<wordnet_rat_104055030>	<hasSynsetId>	"104055030"	
	<wordnet_ratchet_104055180>	<hasSynsetId>	"104055180"	
	<wordnet_ratchet_wheel_104055447>	<hasSynsetId>	"104055447"	
	<wordnet_rathole_104055595>	<hasSynsetId>	"104055595"	
	<wordnet_rathskeller_104055700>	<hasSynsetId>	"104055700"	
	<wordnet_ratline_104055861>	<hasSynsetId>	"104055861"	
	<wordnet_rat-tail_file_104056073>	<hasSynsetId>	"104056073"	
	<wordnet_rattan_104056180>	<hasSynsetId>	"104056180"	
	<wordnet_rattle_104056289>	<hasSynsetId>	"104056289"	
	<wordnet_rattrap_104056413>	<hasSynsetId>	"104056413"	
	<wordnet_rattrap_104056491>	<hasSynsetId>	"104056491"	
	<wordnet_ravehook_104056599>	<hasSynsetId>	"104056599"	
	<wordnet_rayon_104056932>	<hasSynsetId>	"104056932"	
	<wordnet_razor_104057047>	<hasSynsetId>	"104057047"	
	<wordnet_razorblade_104057215>	<hasSynsetId>	"104057215"	
	<wordnet_razor_edge_104057323>	<hasSynsetId>	"104057323"	
	<wordnet_reaction-propulsion_engine_104057435>	<hasSynsetId>	"104057435"	
	<wordnet_reaction_turbine_104057673>	<hasSynsetId>	"104057673"	
	<wordnet_reactor_104057846>	<hasSynsetId>	"104057846"	
	<wordnet_reading_lamp_104057981>	<hasSynsetId>	"104057981"	
	<wordnet_reading_room_104058096>	<hasSynsetId>	"104058096"	
	<wordnet_read-only_memory_104058239>	<hasSynsetId>	"104058239"	
	<wordnet_read-only_memory_chip_104058486>	<hasSynsetId>	"104058486"	
	<wordnet_readout_104058594>	<hasSynsetId>	"104058594"	
	<wordnet_read/write_head_104058721>	<hasSynsetId>	"104058721"	
	<wordnet_ready-made_104058921>	<hasSynsetId>	"104058921"	
	<wordnet_ready-to-wear_104059157>	<hasSynsetId>	"104059157"	
	<wordnet_real_storage_104059298>	<hasSynsetId>	"104059298"	
	<wordnet_reamer_104059399>	<hasSynsetId>	"104059399"	
	<wordnet_reamer_104059516>	<hasSynsetId>	"104059516"	
	<wordnet_rear_104059701>	<hasSynsetId>	"104059701"	
	<wordnet_rearview_mirror_104059947>	<hasSynsetId>	"104059947"	
	<wordnet_rear_window_104060065>	<hasSynsetId>	"104060065"	
	<wordnet_reboxetine_104060316>	<hasSynsetId>	"104060316"	
	<wordnet_rebozo_104060448>	<hasSynsetId>	"104060448"	
	<wordnet_receiver_104060647>	<hasSynsetId>	"104060647"	
	<wordnet_receptacle_104060904>	<hasSynsetId>	"104060904"	
	<wordnet_receptacle_104061442>	<hasSynsetId>	"104061442"	
	<wordnet_reception_desk_104061681>	<hasSynsetId>	"104061681"	
	<wordnet_reception_room_104061793>	<hasSynsetId>	"104061793"	
	<wordnet_recess_104061969>	<hasSynsetId>	"104061969"	
	<wordnet_reciprocating_engine_104062179>	<hasSynsetId>	"104062179"	
	<wordnet_recliner_104062428>	<hasSynsetId>	"104062428"	
	<wordnet_reconnaissance_plane_104062644>	<hasSynsetId>	"104062644"	
	<wordnet_reconnaissance_vehicle_104062807>	<hasSynsetId>	"104062807"	
	<wordnet_restoration_104062989>	<hasSynsetId>	"104062989"	
	<wordnet_record_changer_104063154>	<hasSynsetId>	"104063154"	
	<wordnet_recorder_104063373>	<hasSynsetId>	"104063373"	
	<wordnet_recording_104063661>	<hasSynsetId>	"104063661"	
	<wordnet_recording_104063868>	<hasSynsetId>	"104063868"	
	<wordnet_recording_studio_104064107>	<hasSynsetId>	"104064107"	
	<wordnet_recording_system_104064213>	<hasSynsetId>	"104064213"	
	<wordnet_record_jacket_104064307>	<hasSynsetId>	"104064307"	
	<wordnet_record_player_104064401>	<hasSynsetId>	"104064401"	
	<wordnet_record_sleeve_104064747>	<hasSynsetId>	"104064747"	
	<wordnet_recovery_room_104064862>	<hasSynsetId>	"104064862"	
	<wordnet_recreational_drug_104064988>	<hasSynsetId>	"104064988"	
	<wordnet_recreational_facility_104065132>	<hasSynsetId>	"104065132"	
	<wordnet_recreational_vehicle_104065272>	<hasSynsetId>	"104065272"	
	<wordnet_recreation_room_104065464>	<hasSynsetId>	"104065464"	
	<wordnet_rectifier_104065632>	<hasSynsetId>	"104065632"	
	<wordnet_recycling_bin_104065789>	<hasSynsetId>	"104065789"	
	<wordnet_recycling_plant_104065909>	<hasSynsetId>	"104065909"	
	<wordnet_redbrick_university_104066023>	<hasSynsetId>	"104066023"	
	<wordnet_red_carpet_104066270>	<hasSynsetId>	"104066270"	
	<wordnet_redoubt_104066388>	<hasSynsetId>	"104066388"	
	<wordnet_redoubt_104066476>	<hasSynsetId>	"104066476"	
	<wordnet_reducer_104066659>	<hasSynsetId>	"104066659"	
	<wordnet_reduction_gear_104066767>	<hasSynsetId>	"104066767"	
	<wordnet_reed_104066888>	<hasSynsetId>	"104066888"	
	<wordnet_reed_pipe_104067143>	<hasSynsetId>	"104067143"	
	<wordnet_reed_stop_104067231>	<hasSynsetId>	"104067231"	
	<wordnet_reef_knot_104067353>	<hasSynsetId>	"104067353"	
	<wordnet_reel_104067472>	<hasSynsetId>	"104067472"	
	<wordnet_reel_104067658>	<hasSynsetId>	"104067658"	
	<wordnet_refectory_104067818>	<hasSynsetId>	"104067818"	
	<wordnet_refectory_table_104067921>	<hasSynsetId>	"104067921"	
	<wordnet_refill_104068055>	<hasSynsetId>	"104068055"	
	<wordnet_refill_104068261>	<hasSynsetId>	"104068261"	
	<wordnet_refinery_104068441>	<hasSynsetId>	"104068441"	
	<wordnet_reflecting_telescope_104068601>	<hasSynsetId>	"104068601"	
	<wordnet_reflection_104068976>	<hasSynsetId>	"104068976"	
	<wordnet_reflectometer_104069166>	<hasSynsetId>	"104069166"	
	<wordnet_reflector_104069276>	<hasSynsetId>	"104069276"	
	<wordnet_reflex_camera_104069434>	<hasSynsetId>	"104069434"	
	<wordnet_reflux_condenser_104069582>	<hasSynsetId>	"104069582"	
	<wordnet_reformatory_104069777>	<hasSynsetId>	"104069777"	
	<wordnet_reformer_104070003>	<hasSynsetId>	"104070003"	
	<wordnet_refracting_telescope_104070207>	<hasSynsetId>	"104070207"	
	<wordnet_refractometer_104070415>	<hasSynsetId>	"104070415"	
	<wordnet_refrigeration_system_104070545>	<hasSynsetId>	"104070545"	
	<wordnet_refrigerator_104070727>	<hasSynsetId>	"104070727"	
	<wordnet_refrigerator_car_104070964>	<hasSynsetId>	"104070964"	
	<wordnet_refuge_104071102>	<hasSynsetId>	"104071102"	
	<wordnet_regalia_104071263>	<hasSynsetId>	"104071263"	
	<wordnet_regimentals_104071393>	<hasSynsetId>	"104071393"	
	<wordnet_register_104071536>	<hasSynsetId>	"104071536"	
	<wordnet_register_104071712>	<hasSynsetId>	"104071712"	
	<wordnet_register_104071876>	<hasSynsetId>	"104071876"	
	<wordnet_regulator_104072193>	<hasSynsetId>	"104072193"	
	<wordnet_rein_104072551>	<hasSynsetId>	"104072551"	
	<wordnet_relaxant_104072811>	<hasSynsetId>	"104072811"	
	<wordnet_relay_104072960>	<hasSynsetId>	"104072960"	
	<wordnet_release_104073208>	<hasSynsetId>	"104073208"	
	<wordnet_release_104073425>	<hasSynsetId>	"104073425"	
	<wordnet_relic_104073547>	<hasSynsetId>	"104073547"	
	<wordnet_relief_104073669>	<hasSynsetId>	"104073669"	
	<wordnet_religious_residence_104073948>	<hasSynsetId>	"104073948"	
	<wordnet_reliquary_104074185>	<hasSynsetId>	"104074185"	
	<wordnet_remake_104074329>	<hasSynsetId>	"104074329"	
	<wordnet_remedy_104074482>	<hasSynsetId>	"104074482"	
	<wordnet_remise_104074876>	<hasSynsetId>	"104074876"	
	<wordnet_remote_control_104074963>	<hasSynsetId>	"104074963"	
	<wordnet_remote-control_bomb_104075160>	<hasSynsetId>	"104075160"	
	<wordnet_remote_terminal_104075291>	<hasSynsetId>	"104075291"	
	<wordnet_removable_disk_104075468>	<hasSynsetId>	"104075468"	
	<wordnet_rendering_104075615>	<hasSynsetId>	"104075615"	
	<wordnet_rendering_104075715>	<hasSynsetId>	"104075715"	
	<wordnet_rep_104075813>	<hasSynsetId>	"104075813"	
	<wordnet_repair_shop_104075916>	<hasSynsetId>	"104075916"	
	<wordnet_repeater_104076052>	<hasSynsetId>	"104076052"	
	<wordnet_repeating_firearm_104076284>	<hasSynsetId>	"104076284"	
	<wordnet_repertory_104076433>	<hasSynsetId>	"104076433"	
	<wordnet_replica_104076533>	<hasSynsetId>	"104076533"	
	<wordnet_repository_104076713>	<hasSynsetId>	"104076713"	
	<wordnet_representation_104076846>	<hasSynsetId>	"104076846"	
	<wordnet_reproducer_104077430>	<hasSynsetId>	"104077430"	
	<wordnet_rerebrace_104077594>	<hasSynsetId>	"104077594"	
	<wordnet_rescue_equipment_104077734>	<hasSynsetId>	"104077734"	
	<wordnet_research_center_104077889>	<hasSynsetId>	"104077889"	
	<wordnet_reseau_104078002>	<hasSynsetId>	"104078002"	
	<wordnet_reseau_104078150>	<hasSynsetId>	"104078150"	
	<wordnet_reserpine_104078236>	<hasSynsetId>	"104078236"	
	<wordnet_reservoir_104078574>	<hasSynsetId>	"104078574"	
	<wordnet_reservoir_104078747>	<hasSynsetId>	"104078747"	
	<wordnet_reset_104078955>	<hasSynsetId>	"104078955"	
	<wordnet_reset_button_104079106>	<hasSynsetId>	"104079106"	
	<wordnet_residence_104079244>	<hasSynsetId>	"104079244"	
	<wordnet_resistance_pyrometer_104079603>	<hasSynsetId>	"104079603"	
	<wordnet_resistance_thermometer_104079746>	<hasSynsetId>	"104079746"	
	<wordnet_resistor_104079933>	<hasSynsetId>	"104079933"	
	<wordnet_resonator_104080138>	<hasSynsetId>	"104080138"	
	<wordnet_resonator_104080237>	<hasSynsetId>	"104080237"	
	<wordnet_resonator_104080454>	<hasSynsetId>	"104080454"	
	<wordnet_resort_hotel_104080705>	<hasSynsetId>	"104080705"	
	<wordnet_respirator_104080833>	<hasSynsetId>	"104080833"	
	<wordnet_rest_104081044>	<hasSynsetId>	"104081044"	
	<wordnet_restaurant_104081281>	<hasSynsetId>	"104081281"	
	<wordnet_rest_house_104081699>	<hasSynsetId>	"104081699"	
	<wordnet_restraint_104081844>	<hasSynsetId>	"104081844"	
	<wordnet_resuscitator_104082344>	<hasSynsetId>	"104082344"	
	<wordnet_retainer_104082562>	<hasSynsetId>	"104082562"	
	<wordnet_retaining_wall_104082710>	<hasSynsetId>	"104082710"	
	<wordnet_reticle_104082886>	<hasSynsetId>	"104082886"	
	<wordnet_reticulation_104083113>	<hasSynsetId>	"104083113"	
	<wordnet_reticule_104083309>	<hasSynsetId>	"104083309"	
	<wordnet_restoration_104083468>	<hasSynsetId>	"104083468"	
	<wordnet_retort_104083649>	<hasSynsetId>	"104083649"	
	<wordnet_retractor_104083800>	<hasSynsetId>	"104083800"	
	<wordnet_retread_104083942>	<hasSynsetId>	"104083942"	
	<wordnet_retrenchment_104084089>	<hasSynsetId>	"104084089"	
	<wordnet_retrofit_104084234>	<hasSynsetId>	"104084234"	
	<wordnet_retrorocket_104084363>	<hasSynsetId>	"104084363"	
	<wordnet_return_key_104084517>	<hasSynsetId>	"104084517"	
	<wordnet_reverberatory_furnace_104084682>	<hasSynsetId>	"104084682"	
	<wordnet_revers_104084889>	<hasSynsetId>	"104084889"	
	<wordnet_reverse_104085017>	<hasSynsetId>	"104085017"	
	<wordnet_reverse_104085181>	<hasSynsetId>	"104085181"	
	<wordnet_reverse_transcriptase_inhibitor_104085365>	<hasSynsetId>	"104085365"	
	<wordnet_reversible_104085574>	<hasSynsetId>	"104085574"	
	<wordnet_reversing_thermometer_104085746>	<hasSynsetId>	"104085746"	
	<wordnet_revetment_104085873>	<hasSynsetId>	"104085873"	
	<wordnet_revetment_104086066>	<hasSynsetId>	"104086066"	
	<wordnet_reviewing_stand_104086150>	<hasSynsetId>	"104086150"	
	<wordnet_revolver_104086273>	<hasSynsetId>	"104086273"	
	<wordnet_revolving_door_104086446>	<hasSynsetId>	"104086446"	
	<wordnet_rheometer_104086663>	<hasSynsetId>	"104086663"	
	<wordnet_rheostat_104086794>	<hasSynsetId>	"104086794"	
	<wordnet_rhinoscope_104086937>	<hasSynsetId>	"104086937"	
	<wordnet_rib_104087126>	<hasSynsetId>	"104087126"	
	<wordnet_rib_104087290>	<hasSynsetId>	"104087290"	
	<wordnet_riband_104087432>	<hasSynsetId>	"104087432"	
	<wordnet_ribavirin_104087524>	<hasSynsetId>	"104087524"	
	<wordnet_ribbed_vault_104087709>	<hasSynsetId>	"104087709"	
	<wordnet_ribbing_104087826>	<hasSynsetId>	"104087826"	
	<wordnet_ribbon_104087899>	<hasSynsetId>	"104087899"	
	<wordnet_ribbon_104088058>	<hasSynsetId>	"104088058"	
	<wordnet_ribbon_development_104088229>	<hasSynsetId>	"104088229"	
	<wordnet_rib_joint_pliers_104088343>	<hasSynsetId>	"104088343"	
	<wordnet_ricer_104088441>	<hasSynsetId>	"104088441"	
	<wordnet_rickrack_104088593>	<hasSynsetId>	"104088593"	
	<wordnet_riddle_104088696>	<hasSynsetId>	"104088696"	
	<wordnet_ride_104088797>	<hasSynsetId>	"104088797"	
	<wordnet_rider_plate_104088982>	<hasSynsetId>	"104088982"	
	<wordnet_ridge_104089152>	<hasSynsetId>	"104089152"	
	<wordnet_ridge_rope_104089376>	<hasSynsetId>	"104089376"	
	<wordnet_riding_bitt_104089522>	<hasSynsetId>	"104089522"	
	<wordnet_riding_boot_104089666>	<hasSynsetId>	"104089666"	
	<wordnet_riding_crop_104089836>	<hasSynsetId>	"104089836"	
	<wordnet_riding_mower_104089976>	<hasSynsetId>	"104089976"	
	<wordnet_rifampin_104090064>	<hasSynsetId>	"104090064"	
	<wordnet_rifle_104090263>	<hasSynsetId>	"104090263"	
	<wordnet_rifle_ball_104090548>	<hasSynsetId>	"104090548"	
	<wordnet_rifle_butt_104090682>	<hasSynsetId>	"104090682"	
	<wordnet_rifle_grenade_104090781>	<hasSynsetId>	"104090781"	
	<wordnet_rifle_range_104090923>	<hasSynsetId>	"104090923"	
	<wordnet_rig_104091097>	<hasSynsetId>	"104091097"	
	<wordnet_rig_104091247>	<hasSynsetId>	"104091247"	
	<wordnet_rigger_104091466>	<hasSynsetId>	"104091466"	
	<wordnet_rigger_104091584>	<hasSynsetId>	"104091584"	
	<wordnet_rigging_104091693>	<hasSynsetId>	"104091693"	
	<wordnet_right_field_104091839>	<hasSynsetId>	"104091839"	
	<wordnet_right_of_way_104092013>	<hasSynsetId>	"104092013"	
	<wordnet_rigout_104092168>	<hasSynsetId>	"104092168"	
	<wordnet_rim_104092305>	<hasSynsetId>	"104092305"	
	<wordnet_rim_104092447>	<hasSynsetId>	"104092447"	
	<wordnet_ring_104092609>	<hasSynsetId>	"104092609"	
	<wordnet_ring_104092959>	<hasSynsetId>	"104092959"	
	<wordnet_ringlet_104093157>	<hasSynsetId>	"104093157"	
	<wordnet_rings_104093223>	<hasSynsetId>	"104093223"	
	<wordnet_ringside_104093478>	<hasSynsetId>	"104093478"	
	<wordnet_rink_104093625>	<hasSynsetId>	"104093625"	
	<wordnet_riot_gun_104093775>	<hasSynsetId>	"104093775"	
	<wordnet_ripcord_104093915>	<hasSynsetId>	"104093915"	
	<wordnet_ripcord_104094060>	<hasSynsetId>	"104094060"	
